part_id,stock_level,cost_price,entry_date
SP-480,229,204.61,2024-11-18
SP-234,5,270.34,2024-04-09
SP-418,5,422.41,2024-07-07
SP-188,136,224.47,2024-05-24
SP-487,300,75.88,2024-11-21
SP-392,497,233.0,2025-02-27
SP-461,37,154.62,2024-04-08
SP-240,0,377.67,2024-02-12
SP-162,81,106.16,2024-09-24
SP-143,68,232.47,2025-06-01
SP-467,0,83.24,2024-10-17
SP-406,7,375.5,2024-10-22
SP-390,461,269.96,2024-12-26
SP-194,252,418.37,2024-02-25
SP-392,236,157.58,2024-10-03
SP-398,5,201.53,2025-03-15
SP-334,5,379.0,2024-12-12
SP-291,0,371.0,2024-12-12
SP-252,133,242.5,2024-05-30
SP-366,332,100.26,2025-05-16
SP-351,455,372.0,2024-07-26
SP-473,64,299.0,2024-01-02
SP-212,452,224.0,2024-06-20
SP-364,197,411.3,2024-06-06
SP-326,479,335.34,2024-06-13
SP-197,249,380.18,2024-09-11
SP-109,304,344.48,2024-11-09
SP-452,5,98.16,2025-01-02
SP-410,0,299.01,2024-01-14
SP-480,229,370.3,2024-11-14
SP-479,5,341.28,2025-03-22
SP-375,66,38.89,2025-04-06
SP-324,148,384.0,2024-03-18
SP-223,0,383.05,2024-01-22
SP-431,93,428.77,2024-12-22
SP-277,24,335.0,2025-01-09
SP-152,213,225.81,2024-08-22
SP-292,56,413.22,2025-03-25
SP-101,126,176.61,2025-05-31
SP-468,354,176.51,2025-06-06
SP-330,252,89.0,2024-07-22
SP-362,495,227.0,2024-07-26
SP-330,5,190.74,2025-03-27
SP-458,458,333.01,2025-06-11
SP-168,44,29.05,2024-07-28
SP-197,0,248.46,2024-03-13
SP-467,229,190.32,2024-08-09
SP-133,229,152.0,2025-02-26
SP-433,229,160.42,2024-12-30
SP-255,177,425.2,2024-05-23
SP-165,104,310.0,2025-03-09
SP-185,109,206.7,2024-07-25
SP-371,338,260.31,2024-08-14
SP-104,32,341.9,2024-05-29
SP-271,272,296.96,2025-06-22
SP-200,5,142.44,2024-11-14
SP-466,229,443.87,2024-06-10
SP-270,5,253.11,2025-02-22
SP-110,133,68.48,2025-01-26
SP-236,292,190.26,2024-04-06
SP-410,293,167.33,2024-05-02
SP-330,95,317.18,2024-01-22
SP-490,180,235.99,2024-09-23
SP-263,0,158.0,2025-04-16
SP-453,362,388.95,2024-09-14
SP-231,273,59.49,2025-04-06
SP-296,474,92.0,2025-04-19
SP-277,424,301.61,2024-01-27
SP-427,282,394.95,2024-02-16
SP-473,496,204.53,2024-03-12
SP-369,269,133.44,2025-03-22
SP-395,141,437.82,2024-06-14
SP-280,172,327.0,2024-03-29
SP-286,192,14.0,2025-05-09
SP-452,229,245.96,2024-05-23
SP-215,351,406.02,2025-06-17
SP-117,22,308.97,2024-04-17
SP-215,63,346.0,2024-09-11
SP-401,133,238.96,2024-06-24
SP-167,480,425.91,2024-10-24
SP-416,158,232.77,2025-07-27
SP-175,229,188.0,2025-07-30
SP-424,9,237.16,2024-05-07
SP-311,153,256.94,2024-09-24
SP-113,187,446.06,2025-04-12
SP-276,5,274.0,2024-03-15
SP-380,229,193.1,2024-07-01
SP-438,491,44.78,2025-07-10
SP-441,5,7.88,2025-01-31
SP-291,468,270.14,2024-06-01
SP-492,434,440.75,2025-01-20
SP-312,5,356.42,2025-07-16
SP-434,449,96.0,2024-10-01
SP-223,341,213.35,2024-10-30
SP-158,380,74.0,2025-02-14
SP-390,277,31.79,2024-05-24
SP-227,348,58.38,2024-03-23
SP-447,229,174.94,2024-05-28
SP-158,0,306.18,2024-11-25
SP-339,107,236.15,2025-07-15
SP-248,236,263.73,2024-07-27
SP-337,342,300.0,2025-03-28
SP-469,316,429.88,2024-02-09
SP-473,5,42.64,2025-06-28
SP-112,73,352.59,2025-06-07
SP-489,412,407.22,2024-05-03
SP-250,472,7.36,2025-03-10
SP-396,5,343.16,2025-05-01
SP-181,439,260.29,2025-05-01
SP-193,310,211.0,2025-04-17
SP-227,291,51.79,2024-07-25
SP-434,231,312.41,2025-01-17
SP-102,408,210.0,2024-12-29
SP-465,246,123.36,2024-06-06
SP-269,278,333.99,2024-06-19
SP-447,342,326.0,2024-12-06
SP-332,229,333.22,2025-01-24
SP-207,0,40.59,2024-12-02
SP-431,5,376.0,2024-08-01
SP-278,308,277.33,2024-07-26
SP-168,368,184.49,2025-05-26
SP-383,491,332.56,2025-06-01
SP-419,162,184.53,2025-05-22
SP-188,229,162.74,2025-05-05
SP-155,0,276.87,2025-05-19
SP-264,407,82.0,2024-09-01
SP-435,341,97.56,2024-07-25
SP-179,403,410.0,2024-02-27
SP-176,86,5.87,2025-06-13
SP-312,5,183.0,2024-08-13
SP-224,491,407.6,2024-04-16
SP-381,437,378.2,2025-02-19
SP-254,229,271.47,2024-12-01
SP-146,5,66.92,2025-02-17
SP-303,43,222.05,2025-03-26
SP-416,226,304.47,2025-02-09
SP-405,229,329.0,2024-03-04
SP-218,229,201.26,2024-04-24
SP-316,6,348.46,2024-08-03
SP-408,229,344.32,2025-03-30
SP-498,286,117.61,2024-10-25
SP-496,269,339.94,2024-11-09
SP-412,386,256.55,2024-07-07
SP-395,347,112.77,2024-12-05
SP-196,154,125.77,2024-10-06
SP-253,5,236.99,2024-12-31
SP-182,17,62.0,2024-06-17
SP-462,391,440.86,2024-08-27
SP-169,59,368.56,2024-01-31
SP-129,5,391.57,2024-03-15
SP-291,19,63.3,2025-06-02
SP-148,163,38.64,2024-05-28
SP-335,271,357.07,2025-04-25
SP-172,87,330.5,2024-04-24
SP-284,301,412.56,2025-02-13
SP-367,119,382.13,2025-07-31
SP-367,5,273.4,2024-03-31
SP-268,253,48.0,2024-12-22
SP-333,239,21.0,2024-04-23
SP-401,18,36.38,2024-03-15
SP-232,229,13.0,2024-10-10
SP-450,143,399.72,2024-03-09
SP-360,6,76.11,2025-06-10
SP-109,25,27.39,2024-06-06
SP-367,341,386.69,2024-10-16
SP-500,378,270.91,2024-06-11
SP-194,91,176.47,2024-06-11
SP-160,5,287.3,2024-11-05
SP-291,5,137.76,2024-03-22
SP-360,0,432.96,2025-05-14
SP-257,391,337.99,2024-06-16
SP-392,367,359.0,2025-02-25
SP-218,159,295.31,2025-02-14
SP-372,33,224.92,2025-03-08
SP-299,5,262.79,2024-11-19
SP-200,492,192.4,2025-07-19
SP-387,223,356.0,2024-07-17
SP-452,322,109.45,2024-05-12
SP-440,431,146.59,2025-03-09
SP-287,130,285.68,2024-12-13
SP-271,195,267.46,2024-12-20
SP-236,340,372.03,2024-01-09
SP-484,293,37.39,2024-08-22
SP-217,5,284.9,2024-09-11
SP-231,0,88.42,2024-11-26
SP-438,0,242.58,2025-05-15
SP-290,229,223.04,2024-08-31
SP-289,365,59.41,2024-04-09
SP-294,79,31.62,2024-06-02
SP-384,100,141.0,2024-07-15
SP-145,17,398.28,2024-08-03
SP-395,5,202.51,2025-01-08
SP-187,214,139.64,2025-06-24
SP-296,241,126.0,2025-07-21
SP-405,38,16.13,2025-04-10
SP-327,385,304.42,2025-07-17
SP-114,65,253.38,2025-01-17
SP-143,107,93.98,2024-09-24
SP-481,455,142.19,2025-05-04
SP-369,5,179.81,2024-03-08
SP-383,410,319.39,2025-02-19
SP-345,323,96.1,2024-11-21
SP-263,229,257.78,2024-04-27
SP-229,39,195.29,2024-12-31
SP-104,5,268.12,2025-01-26
SP-274,92,170.6,2024-01-12
SP-348,265,446.0,2024-04-05
SP-101,229,262.92,2024-03-23
SP-160,427,160.27,2025-01-24
SP-460,458,10.47,2024-08-28
SP-260,0,337.0,2024-09-07
SP-154,216,136.95,2024-03-24
SP-303,396,239.47,2024-10-26
SP-240,229,390.68,2024-11-14
SP-279,320,100.43,2024-11-14
SP-329,229,447.87,2025-05-31
SP-199,229,246.39,2025-01-17
SP-165,5,26.0,2025-01-26
SP-348,397,51.25,2024-07-15
SP-337,163,243.02,2024-07-11
SP-348,317,391.65,2024-05-25
SP-248,383,157.48,2025-07-15
SP-334,0,421.0,2024-07-12
SP-217,5,30.55,2025-03-18
SP-449,0,71.65,2024-02-03
SP-191,110,54.25,2025-01-27
SP-221,0,30.3,2025-02-09
SP-277,500,317.64,2024-12-25
SP-389,499,98.21,2024-09-19
SP-454,337,414.42,2024-01-16
SP-189,412,16.0,2025-05-15
SP-480,0,306.73,2024-02-24
SP-172,231,237.3,2025-02-04
SP-355,5,218.91,2024-05-01
SP-128,30,414.05,2024-05-24
SP-170,448,257.73,2024-12-22
SP-251,427,361.14,2024-11-22
SP-145,5,26.0,2024-02-07
SP-288,102,238.98,2025-02-18
SP-167,407,406.0,2024-07-24
SP-285,315,62.95,2025-01-19
SP-397,58,265.72,2025-04-10
SP-140,5,349.53,2024-09-15
SP-363,229,217.08,2025-04-14
SP-241,350,89.41,2024-11-18
SP-414,122,268.37,2025-05-17
SP-402,0,279.1,2024-07-25
SP-305,263,224.44,2024-02-14
SP-269,92,228.02,2024-07-04
SP-295,239,48.78,2024-03-26
SP-431,114,426.15,2024-06-21
SP-206,0,339.02,2024-02-23
SP-264,307,222.38,2024-05-26
SP-233,327,404.0,2024-05-05
SP-441,100,310.03,2024-05-17
SP-195,298,50.87,2024-01-13
SP-440,382,334.79,2025-02-12
SP-410,457,61.44,2024-02-23
SP-321,40,308.48,2025-02-08
SP-334,148,197.37,2024-01-16
SP-489,176,434.6,2025-05-04
SP-230,0,62.82,2024-02-29
SP-418,0,263.7,2025-03-15
SP-147,5,222.0,2025-02-07
SP-188,258,167.71,2024-02-17
SP-344,0,287.2,2025-06-19
SP-394,182,412.56,2024-04-13
SP-161,0,352.69,2024-11-08
SP-175,0,441.0,2025-01-30
SP-253,474,241.76,2024-01-14
SP-483,442,356.0,2024-10-24
SP-279,0,85.9,2025-05-20
SP-343,241,88.68,2024-01-19
SP-491,91,17.77,2024-04-07
SP-102,427,375.44,2025-04-03
SP-102,0,159.84,2025-07-09
SP-359,186,59.46,2024-10-28
SP-442,395,325.23,2025-06-07
SP-227,229,419.82,2025-07-25
SP-103,302,133.66,2025-07-21
SP-372,229,243.0,2024-11-11
SP-195,6,182.0,2024-05-27
SP-162,194,415.39,2025-07-10
SP-166,5,66.56,2024-01-04
SP-359,366,320.05,2024-11-26
SP-294,5,132.67,2025-02-26
SP-391,499,430.39,2024-03-01
SP-118,67,299.52,2024-03-08
SP-165,34,76.35,2025-05-08
SP-267,98,324.7,2024-09-01
SP-257,5,418.11,2025-03-07
SP-332,5,246.09,2024-03-27
SP-487,470,99.86,2024-07-30
SP-304,317,245.53,2024-06-13
SP-426,0,27.14,2024-07-07
SP-203,345,367.0,2025-06-01
SP-298,229,167.0,2024-02-18
SP-200,294,125.0,2024-04-28
SP-441,249,57.0,2024-02-22
SP-487,296,279.0,2024-04-04
SP-455,0,92.08,2025-07-21
SP-361,111,430.72,2025-06-11
SP-189,341,111.51,2024-08-28
SP-414,124,248.16,2025-02-23
SP-104,5,390.16,2025-03-22
SP-126,66,286.0,2025-06-30
SP-415,5,80.0,2024-11-05
SP-277,0,427.0,2024-08-24
SP-443,451,346.56,2024-12-30
SP-362,442,26.17,2025-04-08
SP-493,356,444.62,2024-04-12
SP-289,229,325.46,2025-06-02
SP-371,305,323.02,2024-06-14
SP-276,321,359.27,2024-03-17
SP-111,33,75.81,2025-06-04
SP-354,0,183.0,2025-05-28
SP-479,250,252.68,2025-07-24
SP-282,229,40.0,2025-01-29
SP-130,106,115.83,2024-12-05
SP-460,320,155.22,2024-10-02
SP-165,229,439.03,2025-04-09
SP-196,229,211.33,2024-03-24
SP-179,229,418.75,2024-11-08
SP-443,5,56.36,2025-01-31
SP-215,0,300.07,2024-01-16
SP-243,383,355.92,2024-11-05
SP-290,70,352.92,2025-04-03
SP-364,67,130.6,2024-04-02
SP-468,19,287.92,2024-11-10
SP-108,33,372.34,2025-03-16
SP-485,263,412.63,2024-03-02
SP-399,334,161.08,2025-01-08
SP-201,324,428.85,2025-04-19
SP-282,7,354.38,2024-02-22
SP-302,229,373.55,2024-05-08
SP-303,0,312.56,2024-07-04
SP-240,5,389.89,2025-04-14
SP-251,82,153.0,2024-01-17
SP-267,0,267.83,2024-09-19
SP-331,475,294.16,2024-02-07
SP-471,65,136.95,2024-11-29
SP-288,357,137.86,2024-02-24
SP-315,281,292.0,2024-11-16
SP-491,229,242.0,2025-04-06
SP-169,442,409.38,2024-11-08
SP-179,321,351.58,2024-10-13
SP-499,5,323.33,2024-08-30
SP-384,398,276.88,2025-02-11
SP-492,0,72.33,2024-02-16
SP-230,396,133.39,2024-01-29
SP-155,32,184.31,2025-01-09
SP-311,123,138.84,2024-05-07
SP-171,229,191.32,2024-12-17
SP-384,413,43.86,2024-06-12
SP-393,145,403.25,2024-06-08
SP-434,416,399.13,2024-08-26
SP-468,109,146.23,2025-03-29
SP-246,145,350.26,2024-02-04
SP-355,298,185.67,2024-07-02
SP-481,289,135.0,2025-06-04
SP-395,5,229.99,2025-02-27
SP-408,69,138.5,2024-11-11
SP-442,62,371.76,2024-09-18
SP-105,229,199.99,2024-06-21
SP-425,203,193.77,2024-12-06
SP-127,349,64.03,2025-04-23
SP-313,0,217.22,2024-08-04
SP-351,98,147.62,2024-07-03
SP-325,5,393.66,2024-11-29
SP-449,338,71.29,2024-03-06
SP-280,403,46.18,2024-02-17
SP-382,256,277.35,2025-01-09
SP-313,484,320.0,2024-09-02
SP-404,229,202.81,2025-03-01
SP-392,448,381.14,2024-05-26
SP-395,74,153.94,2024-03-10
SP-128,443,104.07,2024-06-07
SP-388,481,387.37,2025-05-10
SP-456,0,165.85,2025-02-11
SP-428,438,198.0,2025-03-17
SP-265,206,81.91,2025-01-26
SP-393,444,422.7,2024-09-06
SP-239,0,173.68,2025-01-23
SP-249,229,13.0,2024-06-03
SP-406,350,271.85,2025-01-24
SP-409,187,138.06,2025-05-24
SP-357,5,89.0,2025-01-05
SP-229,5,195.97,2024-04-16
SP-143,218,16.6,2024-08-01
SP-117,222,177.8,2025-02-04
SP-160,316,204.85,2025-04-21
SP-120,391,28.92,2024-12-16
SP-240,229,111.5,2025-05-13
SP-294,432,246.77,2025-04-27
SP-295,104,373.14,2025-06-14
SP-167,67,183.0,2024-09-14
SP-465,154,426.54,2025-02-02
SP-241,0,362.99,2024-10-30
SP-284,484,381.5,2024-10-30
SP-403,429,295.57,2024-11-18
SP-113,59,103.0,2024-07-19
SP-375,5,394.97,2024-08-27
SP-457,82,405.58,2025-06-10
SP-123,172,168.85,2024-08-18
SP-123,393,362.0,2024-07-27
SP-243,417,158.42,2024-11-25
SP-116,0,340.58,2024-07-01
SP-346,249,93.72,2025-06-21
SP-139,480,148.73,2024-10-23
SP-110,402,145.09,2025-07-16
SP-104,40,344.98,2024-08-31
SP-142,499,154.79,2025-03-13
SP-192,229,420.07,2024-04-27
SP-331,117,350.0,2025-03-30
SP-170,5,40.54,2024-11-11
SP-447,96,332.31,2025-02-14
SP-498,327,286.92,2024-10-21
SP-226,420,223.64,2025-05-15
SP-383,229,217.26,2025-02-21
SP-499,280,29.91,2024-07-15
SP-440,271,155.63,2024-05-25
SP-202,449,418.17,2024-05-18
SP-188,24,148.05,2024-09-17
SP-188,392,57.44,2024-04-06
SP-240,30,32.04,2024-04-17
SP-296,118,84.25,2024-05-06
SP-477,231,313.47,2024-02-22
SP-381,5,308.86,2024-12-22
SP-225,336,134.57,2024-12-07
SP-338,48,177.63,2025-04-01
SP-445,0,26.87,2024-02-29
SP-334,313,270.24,2025-04-06
SP-205,88,175.0,2024-02-03
SP-398,0,33.0,2024-02-12
SP-269,5,449.23,2025-03-14
SP-489,5,7.2,2025-07-06
SP-433,229,334.0,2024-03-15
SP-389,5,131.31,2024-09-28
SP-253,70,353.8,2024-02-05
SP-218,415,225.62,2024-07-28
SP-111,229,348.73,2025-06-23
SP-314,392,89.0,2024-05-01
SP-374,99,201.0,2024-01-16
SP-389,471,408.12,2024-03-16
SP-122,484,385.61,2025-07-29
SP-460,5,431.69,2025-04-15
SP-125,133,160.85,2025-01-19
SP-379,205,385.31,2024-08-17
SP-217,191,198.66,2025-02-16
SP-238,106,24.04,2025-04-10
SP-244,5,167.94,2024-11-30
SP-288,471,294.06,2024-12-10
SP-187,408,35.0,2024-04-04
SP-143,154,410.16,2024-07-25
SP-440,229,437.0,2025-06-17
SP-365,138,192.09,2024-06-04
SP-370,5,297.03,2024-12-14
SP-349,229,393.24,2025-07-11
SP-432,229,331.56,2025-01-22
SP-330,216,384.32,2024-11-27
SP-460,336,144.0,2024-08-24
SP-262,66,97.68,2025-07-23
SP-357,5,279.74,2024-06-18
SP-248,190,283.07,2024-10-29
SP-401,189,78.03,2024-02-02
SP-103,303,159.0,2024-10-22
SP-307,210,390.52,2024-01-10
SP-314,229,166.84,2025-02-14
SP-361,229,46.11,2024-08-01
SP-495,265,384.21,2024-06-27
SP-153,411,255.92,2025-03-24
SP-102,229,228.39,2025-03-09
SP-151,229,386.41,2025-05-25
SP-378,6,259.39,2024-01-02
SP-463,274,418.27,2025-03-03
SP-416,182,394.53,2025-07-09
SP-114,284,51.9,2024-05-10
SP-275,229,157.03,2024-03-06
SP-115,372,244.2,2024-06-04
SP-447,353,121.99,2024-09-14
SP-424,5,242.33,2025-04-28
SP-137,255,287.09,2024-06-22
SP-424,188,35.0,2024-09-10
SP-470,43,298.34,2024-07-11
SP-267,5,198.43,2024-11-04
SP-189,446,308.62,2025-07-11
SP-461,23,258.32,2025-05-22
SP-291,362,319.0,2025-03-14
SP-469,23,207.96,2024-02-24
SP-350,249,225.42,2024-08-04
SP-130,54,205.62,2024-06-14
SP-179,214,316.0,2024-04-23
SP-158,249,181.8,2024-12-13
SP-471,0,304.69,2025-06-13
SP-366,383,204.65,2025-06-01
SP-481,229,143.22,2025-02-13
SP-281,117,393.64,2024-09-05
SP-446,123,188.49,2024-11-21
SP-328,192,364.0,2025-03-17
SP-272,219,325.83,2025-01-11
SP-351,175,211.9,2025-05-16
SP-235,5,198.63,2024-11-12
SP-466,358,292.0,2024-08-15
SP-495,5,22.11,2025-06-13
SP-448,500,9.0,2025-02-05
SP-476,5,110.88,2024-08-03
SP-295,229,444.28,2025-02-04
SP-191,73,157.83,2024-03-07
SP-197,153,83.17,2025-06-13
SP-321,5,352.69,2024-12-10
SP-102,5,410.92,2024-03-23
SP-430,54,370.0,2024-08-24
SP-384,22,183.69,2024-08-23
SP-250,251,341.08,2024-07-04
SP-425,0,340.96,2024-08-21
SP-259,164,204.45,2025-03-17
SP-474,155,66.83,2024-11-07
SP-356,90,116.36,2024-01-23
SP-114,324,68.27,2024-12-06
SP-116,229,106.93,2024-11-19
SP-397,229,253.0,2025-04-19
SP-354,355,431.52,2025-02-03
SP-229,229,194.0,2025-02-18
SP-389,0,250.5,2024-01-21
SP-134,215,113.77,2024-11-06
SP-388,402,102.87,2024-08-26
SP-111,358,431.0,2024-12-03
SP-133,339,61.34,2024-08-30
SP-459,240,250.59,2025-05-13
SP-355,454,165.0,2024-09-30
SP-202,86,315.39,2024-01-24
SP-189,116,343.04,2024-08-25
SP-224,5,434.29,2024-06-28
SP-472,191,309.45,2024-02-12
SP-208,376,26.0,2025-01-14
SP-255,455,374.0,2024-11-06
SP-352,167,163.0,2024-06-11
SP-365,162,407.3,2025-03-13
SP-456,420,8.22,2025-01-30
SP-350,472,223.34,2024-09-01
SP-256,5,364.32,2024-11-27
SP-476,450,206.44,2025-01-30
SP-322,428,165.54,2024-05-21
SP-253,115,255.0,2024-11-13
SP-191,5,192.02,2025-03-09
SP-102,333,377.83,2025-05-27
SP-143,419,379.5,2024-02-16
SP-257,5,209.22,2024-11-21
SP-213,0,116.86,2024-04-10
SP-393,11,258.0,2024-08-09
SP-419,435,323.0,2024-05-10
SP-405,185,284.0,2024-11-07
SP-436,229,42.1,2025-02-18
SP-430,458,168.47,2024-07-12
SP-112,229,214.93,2024-05-14
SP-176,5,379.09,2025-07-08
SP-218,470,377.62,2024-11-01
SP-345,229,393.0,2025-03-24
SP-228,229,98.92,2024-08-09
SP-398,180,141.35,2024-03-14
SP-399,66,298.96,2024-03-18
SP-341,162,10.94,2025-06-15
SP-480,381,38.91,2025-02-02
SP-234,394,332.61,2024-11-25
SP-241,406,215.0,2024-01-10
SP-493,5,36.0,2024-06-20
SP-316,229,344.67,2025-05-13
SP-184,322,437.56,2024-12-15
SP-149,229,173.75,2024-02-01
SP-465,5,145.84,2024-07-03
SP-392,488,28.99,2024-08-24
SP-267,229,137.02,2024-08-17
SP-177,250,312.4,2024-07-16
SP-352,188,321.76,2024-07-31
SP-245,347,441.0,2024-12-04
SP-354,229,106.57,2024-12-17
SP-147,127,154.2,2024-08-14
SP-158,5,245.0,2025-04-08
SP-499,487,336.58,2024-06-17
SP-218,110,161.26,2025-02-13
SP-485,5,374.61,2025-04-18
SP-132,486,421.75,2025-01-26
SP-386,304,286.0,2024-04-26
SP-172,229,64.51,2024-09-23
SP-466,219,116.59,2025-04-19
SP-410,229,64.5,2024-08-31
SP-301,22,261.06,2024-11-16
SP-240,137,279.7,2024-06-14
SP-195,0,7.68,2025-02-23
SP-202,90,403.0,2025-05-16
SP-234,35,125.74,2024-02-09
SP-448,110,384.73,2024-11-05
SP-460,452,249.0,2024-10-22
SP-477,0,23.44,2025-02-23
SP-421,393,23.94,2025-03-14
SP-379,392,210.02,2024-07-14
SP-342,401,400.86,2025-07-17
SP-385,358,95.75,2024-06-29
SP-436,45,160.49,2024-07-04
SP-436,84,298.96,2024-01-23
SP-422,5,160.0,2024-03-26
SP-400,310,445.08,2024-05-12
SP-140,462,40.47,2025-03-28
SP-372,460,56.0,2025-04-07
SP-232,304,75.0,2025-05-07
SP-240,98,356.0,2024-09-14
SP-136,0,298.86,2024-08-28
SP-143,463,77.83,2024-04-02
SP-437,384,290.11,2024-12-03
SP-429,248,163.19,2025-01-15
SP-239,392,130.0,2025-02-16
SP-236,282,87.51,2025-03-07
SP-134,298,249.54,2025-05-11
SP-319,69,289.0,2025-05-26
SP-246,232,56.16,2024-03-26
SP-171,340,407.0,2024-03-22
SP-461,27,385.63,2024-12-31
SP-333,229,91.57,2024-07-11
SP-464,201,403.0,2025-04-06
SP-488,0,375.44,2024-09-20
SP-145,0,398.3,2025-03-19
SP-244,255,284.64,2025-07-21
SP-280,327,64.52,2024-08-06
SP-266,495,365.62,2024-05-25
SP-319,229,68.9,2024-02-04
SP-302,0,290.24,2025-07-06
SP-232,5,103.0,2024-01-24
SP-184,198,93.75,2025-06-11
SP-399,5,443.21,2025-02-24
SP-122,390,195.0,2025-02-21
SP-440,251,114.59,2024-01-04
SP-426,145,23.31,2024-06-28
SP-289,81,430.31,2025-03-29
SP-360,151,402.96,2024-09-21
SP-141,5,35.4,2025-05-23
SP-370,307,102.17,2025-02-18
SP-312,200,69.96,2025-02-21
SP-307,250,5.39,2024-05-15
SP-490,229,257.32,2025-03-04
SP-398,0,32.0,2024-07-29
SP-130,128,161.69,2025-01-09
SP-163,368,185.16,2025-01-12
SP-437,5,157.12,2024-11-25
SP-291,426,70.64,2024-02-24
SP-372,30,398.2,2025-03-09
SP-395,288,296.88,2025-01-20
SP-211,42,278.46,2024-08-20
SP-287,229,108.9,2024-03-11
SP-261,229,181.77,2025-06-14
SP-465,429,6.92,2024-02-14
SP-307,253,282.31,2024-12-19
SP-327,469,443.0,2024-03-25
SP-114,137,165.39,2024-12-09
SP-313,247,75.67,2024-11-03
SP-294,412,195.77,2024-08-18
SP-141,194,265.1,2025-07-14
SP-182,156,74.74,2025-01-19
SP-443,38,277.27,2024-08-04
SP-500,205,18.0,2024-05-06
SP-316,448,395.64,2025-04-03
SP-259,7,344.12,2024-12-16
SP-420,229,79.21,2024-10-07
SP-245,8,189.48,2024-08-26
SP-464,458,244.13,2025-05-23
SP-323,251,150.17,2024-05-12
SP-176,486,53.44,2025-05-20
SP-500,187,159.73,2024-01-18
SP-120,7,160.03,2024-03-31
SP-184,436,214.87,2025-01-20
SP-355,229,394.0,2025-05-12
SP-483,229,147.21,2025-05-18
SP-492,65,276.0,2025-03-13
SP-267,104,107.86,2025-03-26
SP-294,33,137.31,2024-05-28
SP-430,312,208.49,2025-05-10
SP-405,347,254.89,2024-08-29
SP-261,299,258.02,2025-03-06
SP-373,312,93.48,2024-11-10
SP-408,222,403.69,2025-01-30
SP-306,338,134.95,2024-07-08
SP-171,5,307.07,2025-01-11
SP-292,5,37.97,2025-04-11
SP-156,419,86.71,2025-05-09
SP-223,174,350.01,2025-06-12
SP-255,229,31.19,2025-05-15
SP-177,58,155.32,2024-12-17
SP-349,464,129.51,2024-01-15
SP-402,242,189.35,2024-08-21
SP-487,109,22.47,2025-01-17
SP-319,229,136.99,2024-04-04
SP-386,220,347.17,2024-09-29
SP-417,155,161.03,2024-10-23
SP-154,100,230.68,2024-12-11
SP-394,369,235.0,2024-03-09
SP-460,5,445.53,2025-06-23
SP-350,58,73.23,2025-06-23
SP-400,479,107.5,2025-04-28
SP-359,0,238.57,2024-10-30
SP-112,187,449.75,2024-07-05
SP-422,173,186.01,2025-02-13
SP-159,35,423.25,2024-11-18
SP-225,229,438.66,2025-01-30
SP-295,5,358.88,2024-08-07
SP-259,327,101.13,2024-04-30
SP-373,241,371.65,2024-10-27
SP-311,52,104.99,2025-02-18
SP-289,418,316.96,2024-06-27
SP-270,5,99.53,2024-11-27
SP-101,474,188.0,2024-01-28
SP-444,5,414.0,2024-12-24
SP-317,230,197.8,2024-09-05
SP-257,0,360.5,2024-02-16
SP-125,435,15.73,2024-10-25
SP-268,62,447.21,2024-06-03
SP-153,229,170.0,2025-02-01
SP-121,267,7.0,2025-01-12
SP-449,441,87.63,2025-01-18
SP-176,172,323.0,2024-11-22
SP-146,395,230.8,2024-08-29
SP-424,87,417.87,2025-04-12
SP-294,363,327.7,2025-03-17
SP-385,0,195.79,2024-04-18
SP-333,249,174.2,2024-05-07
SP-482,229,58.93,2025-01-24
SP-427,298,209.05,2024-07-02
SP-202,152,314.0,2024-12-12
SP-365,229,162.0,2024-04-18
SP-164,229,316.35,2025-05-08
SP-428,338,166.04,2025-05-23
SP-454,62,18.91,2024-10-05
SP-395,0,335.94,2024-10-10
SP-473,317,419.05,2025-05-03
SP-270,5,192.0,2024-05-16
SP-163,91,330.02,2024-02-20
SP-193,175,242.25,2024-04-04
SP-491,294,417.51,2024-09-11
SP-378,286,348.23,2024-04-02
SP-128,218,380.45,2025-02-26
SP-182,182,153.55,2024-06-07
SP-258,229,178.0,2025-03-29
SP-255,44,285.23,2024-12-13
SP-216,224,22.15,2024-01-10
SP-213,137,99.39,2025-04-10
SP-271,12,247.35,2025-03-19
SP-213,360,78.95,2024-01-15
SP-460,229,94.0,2025-02-01
SP-190,459,326.1,2025-01-10
SP-247,349,220.96,2024-06-24
SP-298,482,288.91,2024-12-05
SP-423,5,328.0,2024-08-03
SP-193,317,168.58,2024-10-12
SP-138,99,143.62,2024-02-03
SP-221,59,347.56,2024-02-11
SP-166,415,101.07,2025-07-15
SP-200,329,388.91,2025-01-04
SP-204,490,134.85,2024-03-02
SP-385,5,110.66,2024-11-17
SP-131,229,145.46,2025-07-30
SP-241,12,177.27,2024-11-17
SP-268,0,359.85,2024-03-03
SP-415,175,271.79,2025-06-02
SP-493,472,291.24,2025-07-16
SP-250,496,230.84,2024-05-31
SP-289,229,192.57,2024-05-28
SP-419,157,337.0,2024-05-13
SP-490,25,220.0,2024-02-28
SP-288,239,347.54,2025-01-30
SP-460,229,410.37,2025-07-07
SP-346,486,372.0,2024-04-30
SP-220,317,442.57,2024-09-03
SP-200,301,431.38,2025-01-26
SP-377,144,13.19,2024-06-11
SP-242,68,379.63,2025-06-08
SP-104,65,300.86,2024-03-09
SP-174,51,346.0,2024-01-19
SP-156,341,57.72,2024-09-07
